iter	Logloss
122	0.5540505046
123	0.5531102455
124	0.5519317332
125	0.5511899289
126	0.5500202987
127	0.5491132161
128	0.5486181614
129	0.5477647188
130	0.5468380123
131	0.5458234516
132	0.5448598623
133	0.5439669862
134	0.5426826856
135	0.5416296324
136	0.5409116641
137	0.5399389517
138	0.5387042511
139	0.5380078351
140	0.5369516709
141	0.5356219384
142	0.534875761
143	0.5337305564
144	0.5327499053
145	0.5320111874
146	0.5312643075
147	0.5302010983
148	0.5290869734
149	0.528106223
150	0.5271853796
151	0.5262011787
152	0.5248147601
153	0.5241537452
154	0.5235237578
155	0.522694191
156	0.5218181622
157	0.5207448089
158	0.5199256071
159	0.5186920252
160	0.5176803291
161	0.5168974566
162	0.5158990067
163	0.5147547206
164	0.513531034
165	0.5123793289
166	0.5111757857
167	0.5104471657
168	0.5094779548
169	0.5090946847
170	0.5083259538
171	0.5075673074
172	0.5062230536
173	0.5053849617
174	0.5046509033
175	0.503922835
176	0.5027712101
177	0.5017197034
178	0.5010173091
179	0.4999799016
180	0.4990083131
181	0.4983289832
182	0.4972593039
183	0.4963848621
184	0.4951916188
185	0.4943092442
186	0.4935443121
187	0.4928737837
188	0.491678924
189	0.4906693673
190	0.489810307
191	0.4887704873
192	0.4878761399
193	0.487216748
194	0.4862088037
195	0.4852252078
196	0.4843969315
197	0.4835444367
198	0.48283723
199	0.4818831789
200	0.4811223882
201	0.4801496965
202	0.479140771
203	0.4783989823
204	0.4775404084
205	0.4767360973
206	0.4757506847
207	0.4750441206
208	0.4740380645
209	0.4735484594
210	0.4727837712
211	0.4721918809
212	0.4712800187
213	0.4704231006
214	0.4695381194
215	0.4689822203
216	0.4681510776
217	0.4672174877
218	0.466560576
219	0.4660849947
220	0.4652281743
221	0.4646422797
222	0.4638720328
223	0.4629426545
224	0.4620611846
225	0.4612061238
226	0.4602772486
227	0.4596137714
228	0.4589135718
229	0.4584502411
230	0.4579142553
231	0.4569569767
232	0.4561997533
233	0.4554407167
234	0.455136134
235	0.4541258007
236	0.4536933744
237	0.4529089779
238	0.4523469663
239	0.4516775215
240	0.4508329064
241	0.4500555986
242	0.449386667
243	0.4486150753
244	0.4481309974
245	0.4473870862
246	0.44688034
247	0.4462298417
248	0.4454578751
249	0.4448712599
250	0.4440475512
251	0.4433333862
252	0.4431548309
253	0.4425473779
254	0.4418020046
255	0.4410545689
256	0.4405895263
257	0.4402558059
258	0.4394518811
259	0.4387354034
260	0.4381924826
261	0.4373614633
262	0.4370949817
263	0.4363125551
264	0.4356473297
265	0.4348641211
266	0.4341851711
267	0.4334052747
268	0.4329661864
269	0.432161141
270	0.43141159
271	0.4305524355
272	0.42972471
273	0.4289105493
274	0.4282634616
275	0.427578392
276	0.4269819993
277	0.4260935819
278	0.4254492801
279	0.4248769808
280	0.4244361359
281	0.4239300388
282	0.4233923954
283	0.4228225797
284	0.4219953483
285	0.421236366
286	0.4205350804
287	0.4199213737
288	0.4190390843
289	0.4185209066
290	0.4178127605
291	0.417001304
292	0.416239596
293	0.4156628996
294	0.4153208852
295	0.4145391792
296	0.4139655656
297	0.4131632042
298	0.4123982382
299	0.4114676607
300	0.4108681023
301	0.4101142657
302	0.4092629915
303	0.4086741894
304	0.4081691927
305	0.4074689758
306	0.4068826717
307	0.4062600094
308	0.405841493
309	0.4051809275
310	0.4043756545
311	0.4038261849
312	0.4030533391
313	0.4025736064
314	0.4019589138
315	0.4017628509
316	0.4010179937
317	0.4005533701
318	0.399885819
319	0.3992946696
320	0.3985692245
321	0.3979076231
322	0.3973355216
323	0.3968720192
324	0.3962129349
325	0.3958957005
326	0.3954563147
327	0.3948178941
328	0.3940540016
329	0.3934932911
330	0.3929935962
331	0.3924245244
332	0.3918705469
333	0.3912607104
334	0.390511142
335	0.3900167143
336	0.3895168543
337	0.3889967573
338	0.3883459848
339	0.3878078461
340	0.3869621676
341	0.3865433514
342	0.3859686643
343	0.3854382145
344	0.384879213
345	0.3842605501
346	0.3836880964
347	0.3831018573
348	0.3826779747
349	0.3821364146
350	0.3815554804
351	0.3809274262
352	0.380439927
353	0.3798299736
354	0.3793690723
355	0.3787852305
356	0.3785571498
357	0.3780797738
358	0.3775116795
359	0.3770153677
360	0.3764853114
361	0.3760180056
362	0.3754825622
363	0.3748384178
364	0.3742238575
365	0.3735907578
366	0.3728973413
367	0.3723844743
368	0.3717005479
369	0.3712136418
370	0.3705656016
371	0.3701999629
372	0.3697037828
373	0.3691190201
374	0.3685688043
375	0.3679674762
376	0.3673166347
377	0.3666613483
378	0.3661231863
379	0.3655021971
380	0.3649128544
381	0.3642824382
382	0.3637494564
383	0.3633370847
384	0.3628807485
385	0.3623124069
386	0.3615584177
387	0.360979867
388	0.3603872591
389	0.3598421931
390	0.3595039737
391	0.3589983261
392	0.3583740079
393	0.3577923656
394	0.3573270172
395	0.3565984082
396	0.3560405451
397	0.3555704767
398	0.3550987405
399	0.3546304721
400	0.354529357
401	0.3538612497
402	0.3533267516
403	0.3533075577
404	0.3529572093
405	0.3522860384
406	0.3516649669
407	0.3511584777
408	0.3505609298
409	0.3501038164
410	0.3493649739
411	0.3488679981
412	0.348485508
413	0.3480814654
414	0.3476013052
415	0.3471279633
416	0.3466007847
417	0.3460443234
418	0.3456472474
419	0.3451904655
420	0.3448411542
421	0.3444457036
422	0.3440106595
423	0.3433687079
424	0.3429348409
425	0.3425321048
426	0.34196482
427	0.3415316892
428	0.3410713995
429	0.3405356213
430	0.3398325813
431	0.3392857274
432	0.3388667542
433	0.3382988685
434	0.3376959604
435	0.3373952645
436	0.3368091127
437	0.3364168438
438	0.3359897494
439	0.3354273763
440	0.3350179681
441	0.3347525594
442	0.3342833868
443	0.334068813
444	0.3336183175
445	0.3332068756
446	0.3326792145
447	0.3321913648
448	0.3317408609
449	0.3311956581
450	0.3305771506
451	0.3302830821
452	0.3298089477
453	0.3293914685
454	0.3289450705
455	0.3282759991
456	0.3276390097
457	0.3271631771
458	0.326557427
459	0.3261673883
460	0.3256805995
461	0.3251885346
462	0.3245819065
463	0.3241258699
464	0.3238106796
465	0.3232937884
466	0.3230157602
467	0.3225246933
468	0.3220524114
469	0.3216588935
470	0.3211028317
471	0.3206534767
472	0.3199763107
473	0.319279722
474	0.3186539209
475	0.3182116285
476	0.3177663404
477	0.3173770508
478	0.3169612613
479	0.3165608549
480	0.3160371459
481	0.3156296501
482	0.315275619
483	0.3148082393
484	0.314442153
485	0.3140566054
486	0.3135864782
487	0.3131640518
488	0.3128064531
489	0.3123076871
490	0.3119275361
491	0.3115677753
492	0.3110707217
493	0.3105981916
494	0.3102700797
495	0.309804973
496	0.309345912
497	0.3088699609
498	0.308460373
499	0.3079695418
500	0.3075726709
501	0.3072437489
502	0.3066976088
503	0.3062108418
504	0.3057305971
505	0.3052776319
506	0.3048729885
507	0.3044740769
508	0.3040545502
509	0.3035544345
510	0.3029633808
511	0.3026181105
512	0.3021637365
513	0.3016990632
514	0.301162926
515	0.3007805347
516	0.3004936665
517	0.3001889777
518	0.2998347265
519	0.2993617624
520	0.2990596449
521	0.2987217787
522	0.2983549708
523	0.2978515255
524	0.2973838624
525	0.2969558653
526	0.2965047318
527	0.2961101362
528	0.2955759487
529	0.2952375531
530	0.2948949346
531	0.294510431
532	0.2941596758
533	0.2938346466
534	0.2934842277
535	0.293176809
536	0.2927043205
537	0.2922874439
538	0.2919797647
539	0.2915431482
540	0.2912257937
541	0.2907638597
542	0.2902904093
543	0.2898941097
544	0.2895620352
545	0.2892299381
546	0.2888755047
547	0.2885685953
548	0.2883118537
549	0.2878995964
550	0.2876938522
551	0.2874021694
552	0.2869841343
553	0.2865585196
554	0.286291779
555	0.2858745894
556	0.2853038421
557	0.2848935422
558	0.2846705505
559	0.2840629014
560	0.2836563316
561	0.2831630665
562	0.2827212834
563	0.2823250583
564	0.2821770054
565	0.2817893478
566	0.2813322872
567	0.2809305263
568	0.2806196603
569	0.2802867067
570	0.2798474482
571	0.279381994
572	0.2790222409
573	0.2785862651
574	0.2782990205
575	0.2779049215
576	0.2774427587
577	0.2770055613
578	0.2766680199
579	0.2763092414
580	0.2760948932
581	0.2757518813
582	0.2755406263
583	0.275230473
584	0.2747538921
585	0.2743424502
586	0.2739676148
587	0.2736871445
588	0.2732881829
589	0.2729366779
590	0.2724557251
591	0.2720633617
592	0.2716437763
593	0.2712950698
594	0.2709645581
595	0.270659889
596	0.2702435002
597	0.2698774877
598	0.2695092034
599	0.2691267529
600	0.2688536397
601	0.2684298742
602	0.2681305096
603	0.2677441385
604	0.2674233168
605	0.2670135576
606	0.2666418034
607	0.2663398314
608	0.266087521
609	0.2656302017
610	0.2652514747
611	0.2647839999
612	0.2643392891
613	0.2640765864
614	0.2637646735
615	0.2634724745
616	0.2631318212
617	0.2628391969
618	0.2624678755
619	0.2622912741
620	0.2619823912
621	0.2614404368
622	0.2611991984
623	0.2608673099
624	0.2605925569
625	0.2601712731
626	0.2598285145
627	0.2594846556
628	0.2591821334
629	0.2591002536
630	0.2587146816
631	0.2582879403
632	0.2579876411
633	0.2576495576
634	0.2573890024
635	0.2570118397
636	0.2566470528
637	0.2563857993
638	0.2561525524
639	0.2558123574
640	0.2555027899
641	0.2551338494
642	0.2548650733
643	0.2546047702
644	0.2543563998
645	0.2539893401
646	0.2536338627
647	0.2533274874
648	0.2529215142
649	0.2526097152
650	0.2522156554
651	0.2520358607
652	0.2516171974
653	0.2512063313
654	0.2509401807
655	0.2506846344
656	0.2503075406
657	0.2500787601
658	0.2498070332
659	0.2494117552
660	0.2489835081
661	0.2486816216
662	0.2483344045
663	0.2481001902
664	0.2477822596
665	0.2475117648
666	0.2472407511
667	0.2468913502
668	0.246379323
669	0.2460701919
670	0.2457665327
671	0.2454860771
672	0.2452971771
673	0.2449783626
674	0.2446950382
675	0.2443781599
676	0.2439766818
677	0.2437167394
678	0.2433663434
679	0.2430122218
680	0.2427538481
681	0.242468133
682	0.2421247879
683	0.2417745519
684	0.2415108591
685	0.2412034366
686	0.2407672298
687	0.2404279774
688	0.2401391813
689	0.2399627858
690	0.2397164404
691	0.2394770107
692	0.2390719762
693	0.2388273942
694	0.2384747425
695	0.238138583
696	0.2379166579
697	0.2376100683
698	0.2373702219
699	0.2370555264
700	0.236732468
701	0.2363821849
702	0.2360891965
703	0.2356345969
704	0.2352864274
705	0.235042043
706	0.2347494179
707	0.2345244706
708	0.2342371961
709	0.2339224845
710	0.2336251372
711	0.2335154498
712	0.2332339129
713	0.2329708657
714	0.2326401311
715	0.2322623715
716	0.2319598812
717	0.2317401299
718	0.2313624334
719	0.2311249539
720	0.2308062509
721	0.2306121421
722	0.2304411384
723	0.2302033347
724	0.2299231774
725	0.2295554823
726	0.2292382863
727	0.2289903387
728	0.2287417528
729	0.228525725
730	0.2282042527
731	0.2279277208
732	0.2276738507
733	0.2274133646
734	0.227174778
735	0.2267715904
736	0.226441381
737	0.2261890215
738	0.2258730552
739	0.2255854324
740	0.2252887323
741	0.2249929467
742	0.2247889626
743	0.224548589
744	0.2243006328
745	0.223906363
746	0.2236174354
747	0.2233900058
748	0.2232255825
749	0.2228885314
750	0.222549856
751	0.222186119
752	0.2219170484
753	0.2217168361
754	0.2214642802
755	0.2212471575
756	0.2210247794
757	0.2208179113
758	0.2206186047
759	0.2203365725
760	0.2200374311
761	0.2198198608
762	0.2195642391
763	0.2193434945
764	0.2189854997
765	0.2187571129
766	0.218440139
767	0.2181884542
768	0.2179007968
769	0.2175261718
770	0.2173368976
771	0.2169263962
772	0.2166766602
773	0.2164364642
774	0.2161853886
775	0.2159379432
776	0.2157281294
777	0.215454056
778	0.2151710543
779	0.2148504692
780	0.2145623001
781	0.214200826
782	0.2139949784
783	0.2137808421
784	0.2134834415
785	0.2131425995
786	0.2128604186
787	0.2126502532
788	0.2124477521
789	0.2123535794
790	0.2121152985
791	0.2118404862
792	0.2116382116
793	0.2113215947
794	0.2110350481
795	0.2108126405
796	0.2106006899
797	0.2103860307
798	0.2101018292
799	0.2099039629
800	0.2096212628
801	0.2093893632
802	0.2091630569
803	0.2088968161
804	0.2086276081
805	0.2083027172
806	0.2081338578
807	0.2078923446
808	0.2076569715
809	0.2073861066
810	0.207229957
811	0.2069783515
812	0.2066829714
813	0.2064025497
814	0.2061088285
815	0.2059045655
816	0.2056785181
817	0.2055190623
818	0.2052828959
819	0.2050010103
820	0.2047913963
821	0.2045974952
822	0.2043984604
823	0.2041907024
824	0.203945035
825	0.203755224
826	0.2035922247
827	0.2033546719
828	0.2030749446
829	0.2028724521
830	0.202681582
831	0.202383675
832	0.202126632
833	0.2019291139
834	0.2016833398
835	0.2014795098
836	0.2012449288
837	0.200974583
838	0.2006799746
839	0.2004308981
840	0.2001869413
841	0.1999930525
842	0.1997282022
843	0.1994333661
844	0.1993026882
845	0.1990344089
846	0.1987588778
847	0.1984317449
848	0.1981327811
849	0.197903122
850	0.1977268109
851	0.1974033734
852	0.1971789119
853	0.1969497532
854	0.1967702189
855	0.1965377149
856	0.1962979066
857	0.196084778
858	0.1958665127
859	0.1956628451
860	0.1953452039
861	0.1951467711
862	0.1948612058
863	0.1946404785
864	0.194357821
865	0.1941027817
866	0.1938666585
867	0.193673912
868	0.1934825222
869	0.1932506919
870	0.1930418007
871	0.1928026219
872	0.1925512731
873	0.1923415458
874	0.1920859478
875	0.1919139813
876	0.191680284
877	0.1915189777
878	0.191275198
879	0.1909754334
880	0.1907764556
881	0.1904096471
882	0.1901320429
883	0.1898874125
884	0.1897119065
885	0.1895224628
886	0.1892505546
887	0.1890693758
888	0.1889106368
889	0.188609712
890	0.1884339452
891	0.1883008437
892	0.188021889
893	0.1878049271
894	0.1875150615
895	0.1873064701
896	0.1870791674
897	0.1868897802
898	0.1866247678
899	0.1864105535
900	0.1862447844
901	0.1861362767
902	0.1859403321
903	0.185756741
904	0.1855245581
905	0.1853456216
906	0.1851989095
907	0.1850041178
908	0.1848514688
909	0.184745405
910	0.184559169
911	0.1843633287
912	0.1841487843
913	0.1839048089
914	0.1837399529
915	0.1834894112
916	0.183313276
917	0.1831103778
918	0.182876628
919	0.1826583487
920	0.1824259064
921	0.1822397682
922	0.182066295
923	0.1817975606
924	0.1815619414
925	0.1813642234
926	0.181199341
927	0.1809753096
928	0.1808354256
929	0.1806292023
930	0.1803969778
931	0.1802705432
932	0.1800242229
933	0.1798123251
934	0.1795533194
935	0.1793819799
936	0.1791604
937	0.1789861712
938	0.1786959501
939	0.1784825924
940	0.1782980809
941	0.1780703083
942	0.1779185198
943	0.1776780145
944	0.1774304767
945	0.1772259922
946	0.1770221852
947	0.1768512982
948	0.1766963196
949	0.1765041064
950	0.1763186529
951	0.1762001115
952	0.1759938876
953	0.1758242002
954	0.1756529838
955	0.1754383369
956	0.1752410102
957	0.1749941167
958	0.174826258
959	0.174674657
960	0.1744071612
961	0.1742356439
962	0.1739930335
963	0.1737706073
964	0.1735353121
965	0.1733589859
966	0.1731749731
967	0.1729343629
968	0.1727364475
969	0.1725430876
970	0.1724274763
971	0.1722617544
972	0.1720067182
973	0.1718268113
974	0.171678495
975	0.1713910459
976	0.1712324789
977	0.1710906708
978	0.1709609115
979	0.1707610421
980	0.1705772981
981	0.1704326913
982	0.1702383298
983	0.1700306779
984	0.1698556215
985	0.1696637735
986	0.1695235156
987	0.1692391044
988	0.1690826701
989	0.1688825357
990	0.1686561203
991	0.1685398354
992	0.1684032592
993	0.1682894999
994	0.1680869809
995	0.1678673495
996	0.1676829965
997	0.1675112894
998	0.167299881
999	0.1670802356
